Yr,Mn,Date,CO2,seasonally_adjusted,fit,seasonally_adjusted_fit,CO2_filled,seasonally_adjusted_filled
2019,08,2019.6219,410.01,411.56,410.15,411.73,410.01,411.56
2019,09,2019.7068,408.48,411.98,408.44,411.96,408.48,411.98
2019,10,2019.7890,408.40,412.01,408.58,412.18,408.40,412.01
2019,11,2019.8740,410.16,412.43,410.16,412.40,410.16,412.43
2019,12,2019.9562,411.81,412.74,411.70,412.61,411.81,412.74
2020,01,2020.0410,413.30,413.24,412.91,412.83,413.30,413.24
2020,02,2020.1257,414.05,413.27,413.82,413.04,414.05,413.27
2020,03,2020.2049,414.45,412.88,414.81,413.23,414.45,412.88
2020,04,2020.2896,416.11,413.30,416.26,413.43,416.11,413.30
2020,05,2020.3716,417.15,413.75,417.03,413.63,417.15,413.75
2020,06,2020.4563,416.29,413.74,416.36,413.83,416.29,413.74
2020,07,2020.5383,414.42,413.64,414.76,414.02,414.42,413.64
2020,08,2020.6230,412.52,414.10,412.60,414.22,412.52,414.10
2020,09,2020.7077,411.18,414.70,410.88,414.42,411.18,414.70
2020,10,2020.7896,411.12,414.74,411.01,414.61,411.12,414.74
2020,11,2020.8743,412.88,415.15,412.55,414.79,412.88,415.15
2020,12,2020.9563,413.89,414.81,414.06,414.97,413.89,414.81
2021,01,2021.0411,415.15,415.08,415.23,415.15,415.15,415.08
2021,02,2021.1260,416.47,415.70,416.11,415.32,416.47,415.70
2021,03,2021.2027,417.16,415.62,417.03,415.47,417.16,415.62
2021,04,2021.2877,418.24,415.45,418.45,415.64,418.24,415.45
2021,05,2021.3699,418.95,415.53,419.23,415.81,418.95,415.53
2021,06,2021.4548,418.70,416.12,418.56,415.99,418.70,416.12
2021,07,2021.5370,416.65,415.84,416.96,416.18,416.65,415.84
2021,08,2021.6219,414.34,415.89,414.79,416.38,414.34,415.89
2021,09,2021.7068,412.90,416.42,413.06,416.59,412.90,416.42
2021,10,2021.7890,413.55,417.18,413.18,416.80,413.55,417.18
2021,11,2021.8740,414.82,417.10,414.76,417.02,414.82,417.10
2021,12,2021.9562,416.43,417.37,416.31,417.22,416.43,417.37
2022,01,2022.0411,418.01,417.95,417.51,417.43,418.01,417.95
2022,02,2022.1260,418.99,418.20,418.42,417.63,418.99,418.20
2022,03,2022.2027,418.45,416.90,419.37,417.81,418.45,416.90
2022,04,2022.2877,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,05,2022.3699,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,06,2022.4548,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,07,2022.5370,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,08,2022.6219,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,09,2022.7068,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,10,2022.7890,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,11,2022.8740,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
2022,12,2022.9562,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
